"No.","Time","Source","Destination","Protocol","Length","Info"
"4212","36.596776","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4602284 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4213","36.596776","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4603666 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4214","36.596776","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4605048 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4216","36.597660","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4606430 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4217","36.597660","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4607812 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4218","36.597660","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4609194 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4219","36.597660","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4610576 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4220","36.597660","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4611958 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4221","36.597660","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4613340 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4222","36.597660","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4614722 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4223","36.597660","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4616104 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4224","36.597660","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4225","36.597660","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4618868 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4227","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4620250 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4228","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4621632 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4229","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4623014 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4230","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4624396 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4231","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4625778 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4232","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4627160 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4233","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4628542 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4234","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4629924 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4235","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4631306 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4236","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4632688 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4237","36.598579","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4238","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4635452 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4239","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4636834 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4240","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4638216 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4241","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4639598 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4242","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4640980 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4243","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4642362 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4244","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4643744 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4245","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4645126 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4246","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4646508 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4247","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4647890 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4248","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4649272 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4249","36.598579","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4250","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4652036 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4251","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4653418 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4252","36.598579","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4654800 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4254","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4656182 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4255","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4657564 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4256","36.600257","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"4257","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4660328 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4258","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4661710 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4259","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4663092 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4260","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4664474 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4261","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4665856 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4262","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4667238 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4263","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4668620 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4264","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4670002 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4265","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4671384 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4266","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4672766 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4267","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4674148 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4268","36.600257","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4269","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4676912 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4270","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4678294 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4271","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4679676 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4272","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4681058 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4273","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4682440 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4274","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4683822 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4275","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4685204 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4276","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4686586 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4277","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4687968 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4278","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4689350 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4279","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4690732 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4280","36.600257","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4281","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4693496 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4282","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4694878 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4283","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4696260 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4284","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4697642 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4285","36.600257","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4699024 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4287","36.600778","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4700406 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4288","36.600778","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4701788 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4289","36.600778","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4703170 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4290","36.600778","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4704552 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4291","36.600778","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4705934 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4292","36.600778","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4293","36.600778","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4708698 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4294","36.600778","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4710080 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4295","36.600778","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4711462 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4296","36.600778","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4712844 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4297","36.600778","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4714226 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4298","36.600778","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4715608 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4300","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4716990 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4301","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4718372 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4302","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4719754 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4303","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4721136 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4304","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4722518 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4305","36.601766","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4306","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4725282 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4307","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4726664 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4308","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4728046 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4309","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4729428 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4310","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4730810 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4311","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4732192 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4312","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4733574 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4313","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4734956 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4314","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4736338 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4315","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4737720 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4316","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4739102 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4317","36.601766","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4318","36.601766","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4741866 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4320","36.602164","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4743248 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4322","36.602289","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4744630 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4323","36.602289","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4746012 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4324","36.602289","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4747394 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4325","36.602289","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4748776 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4326","36.602289","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4750158 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4327","36.602289","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4751540 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4329","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4752922 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4330","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4754304 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4331","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4755686 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4332","36.603361","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4333","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4758450 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4334","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4759832 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4335","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4761214 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4336","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4762596 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4337","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4763978 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4338","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4765360 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4339","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4766742 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4340","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4768124 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4341","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4769506 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4342","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4770888 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4343","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4772270 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4344","36.603361","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4345","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4775034 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4346","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4776416 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4347","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4777798 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4348","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4779180 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4349","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4780562 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4350","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4781944 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4351","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4783326 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4352","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4784708 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4353","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4786090 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4354","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4787472 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4355","36.603361","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4788854 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4357","36.605628","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4358","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4791618 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4359","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4793000 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4360","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4794382 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4361","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4795764 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4362","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4797146 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4363","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4798528 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4364","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4799910 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4365","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4801292 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4366","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4802674 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4367","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4804056 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4368","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4805438 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4369","36.605628","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4370","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4808202 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4371","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4809584 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4372","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4810966 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4373","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4812348 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4374","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4813730 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4375","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4815112 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4376","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4816494 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4377","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4817876 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4378","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4819258 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4379","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4820640 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4380","36.605628","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4381","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4823404 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4382","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4824786 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4383","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4826168 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4384","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4827550 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4385","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4828932 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
